# Job started on: Wed Jan 25 15:49:32 CET 2017 ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
# FONLL heavy quark hadroproduction cross section, calculated on Wed Jan 25 17:21:23 CET 2017
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = J/psi from a single B. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# BR(B->J/psi) = 0.0116
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 1
# ptmax = 300
# ymin  = -2.4
# ymax  = 2.4
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
 172.2500 1.8862e-03 1.4102e-03 2.3469e-03 1.6739e-03 2.0671e-03 1.8722e-03 1.9012e-03 1.4604e-03 2.3096e-03
 172.5000 1.8664e-03 1.3947e-03 2.3230e-03 1.6565e-03 2.0451e-03 1.8525e-03 1.8815e-03 1.4442e-03 2.2864e-03
 172.7500 1.8479e-03 1.3787e-03 2.2993e-03 1.6391e-03 2.0242e-03 1.8328e-03 1.8618e-03 1.4280e-03 2.2632e-03
 173.0000 1.8282e-03 1.3642e-03 2.2759e-03 1.6217e-03 2.0033e-03 1.8142e-03 1.8421e-03 1.4129e-03 2.2400e-03
 173.2500 1.8096e-03 1.3487e-03 2.2521e-03 1.6054e-03 1.9824e-03 1.7957e-03 1.8224e-03 1.3966e-03 2.2168e-03
 173.5000 1.7899e-03 1.3342e-03 2.2298e-03 1.5880e-03 1.9616e-03 1.7760e-03 1.8038e-03 1.3816e-03 2.1947e-03
 173.7500 1.7713e-03 1.3198e-03 2.2072e-03 1.5718e-03 1.9407e-03 1.7574e-03 1.7852e-03 1.3665e-03 2.1727e-03
 174.0000 1.7528e-03 1.3054e-03 2.1850e-03 1.5556e-03 1.9210e-03 1.7400e-03 1.7667e-03 1.3514e-03 2.1506e-03
 174.2500 1.7354e-03 1.2916e-03 2.1623e-03 1.5393e-03 1.9012e-03 1.7214e-03 1.7481e-03 1.3375e-03 2.1286e-03
 174.5000 1.7168e-03 1.2772e-03 2.1412e-03 1.5231e-03 1.8815e-03 1.7040e-03 1.7296e-03 1.3224e-03 2.1077e-03
 174.7500 1.6994e-03 1.2634e-03 2.1197e-03 1.5068e-03 1.8618e-03 1.6866e-03 1.7122e-03 1.3085e-03 2.0868e-03
 175.0000 1.6820e-03 1.2491e-03 2.0982e-03 1.4918e-03 1.8421e-03 1.6681e-03 1.6948e-03 1.2934e-03 2.0660e-03
 175.2500 1.6646e-03 1.2359e-03 2.0771e-03 1.4767e-03 1.8235e-03 1.6518e-03 1.6774e-03 1.2795e-03 2.0451e-03
 175.5000 1.6472e-03 1.2221e-03 2.0561e-03 1.4604e-03 1.8050e-03 1.6344e-03 1.6600e-03 1.2656e-03 2.0242e-03
 175.7500 1.6298e-03 1.2099e-03 2.0361e-03 1.4454e-03 1.7864e-03 1.6170e-03 1.6426e-03 1.2528e-03 2.0045e-03
 176.0000 1.6136e-03 1.1968e-03 2.0157e-03 1.4314e-03 1.7678e-03 1.6008e-03 1.6252e-03 1.2389e-03 1.9848e-03
 176.2500 1.5962e-03 1.1835e-03 1.9958e-03 1.4164e-03 1.7493e-03 1.5846e-03 1.6089e-03 1.2250e-03 1.9650e-03
 176.5000 1.5799e-03 1.1709e-03 1.9759e-03 1.4013e-03 1.7319e-03 1.5683e-03 1.5927e-03 1.2122e-03 1.9453e-03
 176.7500 1.5637e-03 1.1588e-03 1.9555e-03 1.3874e-03 1.7133e-03 1.5521e-03 1.5764e-03 1.1994e-03 1.9256e-03
 177.0000 1.5474e-03 1.1457e-03 1.9367e-03 1.3734e-03 1.6959e-03 1.5358e-03 1.5602e-03 1.1855e-03 1.9070e-03
 177.2500 1.5324e-03 1.1327e-03 1.9164e-03 1.3584e-03 1.6785e-03 1.5208e-03 1.5440e-03 1.1728e-03 1.8873e-03
 177.5000 1.5161e-03 1.1217e-03 1.8976e-03 1.3444e-03 1.6611e-03 1.5045e-03 1.5277e-03 1.1612e-03 1.8688e-03
 177.7500 1.5010e-03 1.1090e-03 1.8788e-03 1.3305e-03 1.6449e-03 1.4894e-03 1.5126e-03 1.1482e-03 1.8502e-03
 178.0000 1.4860e-03 1.0974e-03 1.8596e-03 1.3178e-03 1.6275e-03 1.4744e-03 1.4964e-03 1.1359e-03 1.8316e-03
 178.2500 1.4709e-03 1.0854e-03 1.8420e-03 1.3038e-03 1.6112e-03 1.4593e-03 1.4813e-03 1.1237e-03 1.8142e-03
 178.5000 1.4558e-03 1.0741e-03 1.8232e-03 1.2911e-03 1.5950e-03 1.4442e-03 1.4662e-03 1.1116e-03 1.7957e-03
 178.7500 1.4407e-03 1.0623e-03 1.8056e-03 1.2772e-03 1.5788e-03 1.4291e-03 1.4512e-03 1.0997e-03 1.7783e-03
 179.0000 1.4256e-03 1.0513e-03 1.7879e-03 1.2644e-03 1.5625e-03 1.4152e-03 1.4372e-03 1.0880e-03 1.7609e-03
 179.2500 1.4117e-03 1.0399e-03 1.7699e-03 1.2516e-03 1.5463e-03 1.4001e-03 1.4222e-03 1.0764e-03 1.7435e-03
 179.5000 1.3966e-03 1.0290e-03 1.7527e-03 1.2389e-03 1.5312e-03 1.3862e-03 1.4082e-03 1.0648e-03 1.7261e-03
 179.7500 1.3827e-03 1.0179e-03 1.7357e-03 1.2261e-03 1.5150e-03 1.3723e-03 1.3932e-03 1.0534e-03 1.7098e-03
 180.0000 1.3688e-03 1.0070e-03 1.7181e-03 1.2134e-03 1.4999e-03 1.3584e-03 1.3792e-03 1.0423e-03 1.6924e-03
 180.2500 1.3549e-03 9.9659e-04 1.7016e-03 1.2018e-03 1.4848e-03 1.3444e-03 1.3653e-03 1.0311e-03 1.6762e-03
 180.5000 1.3410e-03 9.8578e-04 1.6851e-03 1.1890e-03 1.4697e-03 1.3305e-03 1.3514e-03 1.0201e-03 1.6600e-03
 180.7500 1.3282e-03 9.7531e-04 1.6682e-03 1.1774e-03 1.4546e-03 1.3178e-03 1.3375e-03 1.0093e-03 1.6437e-03
 181.0000 1.3143e-03 9.6520e-04 1.6522e-03 1.1658e-03 1.4407e-03 1.3038e-03 1.3247e-03 9.9853e-04 1.6275e-03
 181.2500 1.3015e-03 9.5463e-04 1.6353e-03 1.1535e-03 1.4256e-03 1.2911e-03 1.3108e-03 9.8797e-04 1.6112e-03
 181.5000 1.2876e-03 9.4483e-04 1.6204e-03 1.1418e-03 1.4117e-03 1.2783e-03 1.2980e-03 9.7753e-04 1.5962e-03
 181.7500 1.2748e-03 9.3471e-04 1.6039e-03 1.1303e-03 1.3978e-03 1.2656e-03 1.2853e-03 9.6709e-04 1.5799e-03
 182.0000 1.2621e-03 9.2486e-04 1.5882e-03 1.1189e-03 1.3827e-03 1.2528e-03 1.2725e-03 9.5688e-04 1.5648e-03
 182.2500 1.2493e-03 9.1515e-04 1.5732e-03 1.1077e-03 1.3700e-03 1.2400e-03 1.2598e-03 9.4679e-04 1.5498e-03
 182.5000 1.2366e-03 9.0560e-04 1.5579e-03 1.0965e-03 1.3560e-03 1.2273e-03 1.2470e-03 9.3682e-04 1.5347e-03
 182.7500 1.2250e-03 8.9582e-04 1.5422e-03 1.0855e-03 1.3421e-03 1.2157e-03 1.2342e-03 9.2696e-04 1.5196e-03
 183.0000 1.2122e-03 8.8657e-04 1.5279e-03 1.0746e-03 1.3282e-03 1.2029e-03 1.2215e-03 9.1721e-04 1.5057e-03
 183.2500 1.2006e-03 8.7700e-04 1.5126e-03 1.0638e-03 1.3154e-03 1.1913e-03 1.2099e-03 9.0747e-04 1.4906e-03
 183.5000 1.1878e-03 8.6806e-04 1.4988e-03 1.0532e-03 1.3027e-03 1.1786e-03 1.1971e-03 8.9796e-04 1.4767e-03
 183.7500 1.1762e-03 8.5890e-04 1.4831e-03 1.0426e-03 1.2888e-03 1.1670e-03 1.1855e-03 8.8856e-04 1.4616e-03
 184.0000 1.1646e-03 8.4980e-04 1.4689e-03 1.0322e-03 1.2760e-03 1.1557e-03 1.1739e-03 8.7916e-04 1.4477e-03
 184.2500 1.1530e-03 8.4100e-04 1.4548e-03 1.0220e-03 1.2632e-03 1.1442e-03 1.1623e-03 8.7000e-04 1.4338e-03
 184.5000 1.1416e-03 8.3215e-04 1.4410e-03 1.0118e-03 1.2516e-03 1.1327e-03 1.1504e-03 8.6084e-04 1.4198e-03
 184.7500 1.1302e-03 8.2343e-04 1.4267e-03 1.0017e-03 1.2389e-03 1.1215e-03 1.1389e-03 8.5179e-04 1.4059e-03
 185.0000 1.1189e-03 8.1482e-04 1.4135e-03 9.9168e-04 1.2261e-03 1.1103e-03 1.1276e-03 8.4286e-04 1.3932e-03
 185.2500 1.1079e-03 8.0629e-04 1.3996e-03 9.8182e-04 1.2145e-03 1.0995e-03 1.1164e-03 8.3404e-04 1.3792e-03
 185.5000 1.0969e-03 7.9791e-04 1.3863e-03 9.7208e-04 1.2018e-03 1.0885e-03 1.1054e-03 8.2534e-04 1.3665e-03
 185.7500 1.0860e-03 7.8965e-04 1.3734e-03 9.6245e-04 1.1902e-03 1.0778e-03 1.0945e-03 8.1676e-04 1.3537e-03
 186.0000 1.0753e-03 7.8146e-04 1.3594e-03 9.5294e-04 1.1786e-03 1.0671e-03 1.0836e-03 8.0829e-04 1.3398e-03
 186.2500 1.0647e-03 7.7328e-04 1.3464e-03 9.4343e-04 1.1670e-03 1.0565e-03 1.0729e-03 7.9982e-04 1.3270e-03
 186.5000 1.0542e-03 7.6522e-04 1.3345e-03 9.3415e-04 1.1556e-03 1.0461e-03 1.0623e-03 7.9147e-04 1.3154e-03
 186.7500 1.0438e-03 7.5727e-04 1.3216e-03 9.2487e-04 1.1442e-03 1.0358e-03 1.0519e-03 7.8323e-04 1.3027e-03
 187.0000 1.0336e-03 7.4940e-04 1.3086e-03 9.1570e-04 1.1330e-03 1.0256e-03 1.0414e-03 7.7511e-04 1.2899e-03
 187.2500 1.0234e-03 7.4172e-04 1.2957e-03 9.0677e-04 1.1218e-03 1.0155e-03 1.0312e-03 7.6711e-04 1.2772e-03
 187.5000 1.0133e-03 7.3402e-04 1.2839e-03 8.9784e-04 1.1108e-03 1.0055e-03 1.0211e-03 7.5910e-04 1.2656e-03
 187.7500 1.0033e-03 7.2638e-04 1.2721e-03 8.8891e-04 1.0999e-03 9.9563e-04 1.0111e-03 7.5122e-04 1.2540e-03
 188.0000 9.9354e-04 7.1886e-04 1.2591e-03 8.8021e-04 1.0891e-03 9.8588e-04 1.0012e-03 7.4344e-04 1.2412e-03
 188.2500 9.8380e-04 7.1149e-04 1.2473e-03 8.7162e-04 1.0785e-03 9.7614e-04 9.9134e-04 7.3579e-04 1.2296e-03
 188.5000 9.7417e-04 7.0420e-04 1.2355e-03 8.6304e-04 1.0679e-03 9.6663e-04 9.8171e-04 7.2825e-04 1.2180e-03
 188.7500 9.6466e-04 6.9692e-04 1.2237e-03 8.5457e-04 1.0576e-03 9.5723e-04 9.7208e-04 7.2071e-04 1.2064e-03
 189.0000 9.5514e-04 6.8979e-04 1.2120e-03 8.4622e-04 1.0471e-03 9.4784e-04 9.6257e-04 7.1328e-04 1.1948e-03
 189.2500 9.4586e-04 6.8258e-04 1.2013e-03 8.3787e-04 1.0370e-03 9.3856e-04 9.5317e-04 7.0586e-04 1.1844e-03
 189.5000 9.3658e-04 6.7568e-04 1.1895e-03 8.2975e-04 1.0268e-03 9.2939e-04 9.4389e-04 6.9867e-04 1.1728e-03
 189.7500 9.2754e-04 6.6871e-04 1.1788e-03 8.2163e-04 1.0169e-03 9.2034e-04 9.3473e-04 6.9148e-04 1.1623e-03
 190.0000 9.1849e-04 6.6189e-04 1.1672e-03 8.1362e-04 1.0070e-03 9.1141e-04 9.2556e-04 6.8440e-04 1.1508e-03
 190.2500 9.0956e-04 6.5503e-04 1.1563e-03 8.0562e-04 9.9725e-04 9.0260e-04 9.1663e-04 6.7732e-04 1.1401e-03
 190.5000 9.0074e-04 6.4833e-04 1.1454e-03 7.9785e-04 9.8751e-04 8.9378e-04 9.0770e-04 6.7036e-04 1.1294e-03
 190.7500 8.9204e-04 6.4171e-04 1.1347e-03 7.9008e-04 9.7800e-04 8.8508e-04 8.9888e-04 6.6352e-04 1.1188e-03
 191.0000 8.8334e-04 6.3513e-04 1.1239e-03 7.8242e-04 9.6848e-04 8.7650e-04 8.9018e-04 6.5668e-04 1.1083e-03
 191.2500 8.7476e-04 6.2862e-04 1.1135e-03 7.7476e-04 9.5920e-04 8.6803e-04 8.8160e-04 6.4995e-04 1.0979e-03
 191.5000 8.6629e-04 6.2228e-04 1.1030e-03 7.6734e-04 9.4992e-04 8.5968e-04 8.7302e-04 6.4334e-04 1.0876e-03
 191.7500 8.5794e-04 6.1584e-04 1.0927e-03 7.5980e-04 9.4076e-04 8.5132e-04 8.6466e-04 6.3672e-04 1.0775e-03
 192.0000 8.4970e-04 6.0957e-04 1.0825e-03 7.5249e-04 9.3171e-04 8.4309e-04 8.5631e-04 6.3023e-04 1.0674e-03
 192.2500 8.4146e-04 6.0341e-04 1.0723e-03 7.4518e-04 9.2266e-04 8.3497e-04 8.4796e-04 6.2385e-04 1.0575e-03
 192.5000 8.3334e-04 5.9726e-04 1.0623e-03 7.3799e-04 9.1385e-04 8.2696e-04 8.3984e-04 6.1747e-04 1.0476e-03
 192.7500 8.2534e-04 5.9122e-04 1.0524e-03 7.3092e-04 9.0503e-04 8.1896e-04 8.3172e-04 6.1120e-04 1.0379e-03
 193.0000 8.1745e-04 5.8515e-04 1.0426e-03 7.2384e-04 8.9633e-04 8.1107e-04 8.2372e-04 6.0494e-04 1.0282e-03
 193.2500 8.0956e-04 5.7923e-04 1.0329e-03 7.1688e-04 8.8775e-04 8.0330e-04 8.1583e-04 5.9879e-04 1.0187e-03
 193.5000 8.0179e-04 5.7338e-04 1.0233e-03 7.0992e-04 8.7916e-04 7.9553e-04 8.0806e-04 5.9276e-04 1.0092e-03
 193.7500 7.9414e-04 5.6753e-04 1.0138e-03 7.0308e-04 8.7081e-04 7.8787e-04 8.0028e-04 5.8673e-04 9.9992e-04
 194.0000 7.8648e-04 5.6184e-04 1.0044e-03 6.9635e-04 8.6246e-04 7.8033e-04 7.9263e-04 5.8081e-04 9.9064e-04
 194.2500 7.7894e-04 5.5617e-04 9.9510e-04 6.8974e-04 8.5422e-04 7.7291e-04 7.8497e-04 5.7490e-04 9.8148e-04
 194.5000 7.7152e-04 5.5056e-04 9.8591e-04 6.8312e-04 8.4610e-04 7.6548e-04 7.7755e-04 5.6910e-04 9.7243e-04
 194.7500 7.6409e-04 5.4495e-04 9.7672e-04 6.7651e-04 8.3798e-04 7.5818e-04 7.7012e-04 5.6330e-04 9.6338e-04
 195.0000 7.5678e-04 5.3946e-04 9.6776e-04 6.7002e-04 8.2998e-04 7.5098e-04 7.6270e-04 5.5761e-04 9.5456e-04
 195.2500 7.4959e-04 5.3408e-04 9.5880e-04 6.6364e-04 8.2209e-04 7.4379e-04 7.5551e-04 5.5204e-04 9.4575e-04
 195.5000 7.4252e-04 5.2866e-04 9.4996e-04 6.5726e-04 8.1432e-04 7.3672e-04 7.4832e-04 5.4648e-04 9.3705e-04
 195.7500 7.3544e-04 5.2329e-04 9.4122e-04 6.5099e-04 8.0655e-04 7.2964e-04 7.4112e-04 5.4091e-04 9.2846e-04
 196.0000 7.2836e-04 5.1808e-04 9.3253e-04 6.4484e-04 7.9889e-04 7.2280e-04 7.3405e-04 5.3546e-04 9.1988e-04
 196.2500 7.2152e-04 5.1289e-04 9.2388e-04 6.3870e-04 7.9124e-04 7.1584e-04 7.2709e-04 5.3012e-04 9.1141e-04
 196.5000 7.1468e-04 5.0771e-04 9.1542e-04 6.3255e-04 7.8381e-04 7.0911e-04 7.2024e-04 5.2478e-04 9.0306e-04
 196.7500 7.0783e-04 5.0273e-04 9.0707e-04 6.2663e-04 7.7639e-04 7.0238e-04 7.1340e-04 5.1956e-04 8.9482e-04
 197.0000 7.0110e-04 4.9766e-04 8.9869e-04 6.2060e-04 7.6896e-04 6.9565e-04 7.0667e-04 5.1434e-04 8.8659e-04
 197.2500 6.9449e-04 4.9265e-04 8.9046e-04 6.1480e-04 7.6177e-04 6.8916e-04 6.9994e-04 5.0912e-04 8.7847e-04
 197.5000 6.8788e-04 4.8770e-04 8.8234e-04 6.0888e-04 7.5458e-04 6.8266e-04 6.9333e-04 5.0402e-04 8.7046e-04
 197.7500 6.8138e-04 4.8291e-04 8.7430e-04 6.0320e-04 7.4739e-04 6.7616e-04 6.8672e-04 4.9903e-04 8.6258e-04
 198.0000 6.7500e-04 4.7804e-04 8.6630e-04 5.9740e-04 7.4043e-04 6.6978e-04 6.8034e-04 4.9404e-04 8.5469e-04
 198.2500 6.6862e-04 4.7326e-04 8.5837e-04 5.9183e-04 7.3335e-04 6.6340e-04 6.7384e-04 4.8906e-04 8.4692e-04
 198.5000 6.6236e-04 4.6855e-04 8.5050e-04 5.8626e-04 7.2651e-04 6.5726e-04 6.6758e-04 4.8418e-04 8.3914e-04
 198.7500 6.5610e-04 4.6394e-04 8.4272e-04 5.8070e-04 7.1966e-04 6.5099e-04 6.6120e-04 4.7943e-04 8.3149e-04
 199.0000 6.4995e-04 4.5924e-04 8.3507e-04 5.7524e-04 7.1294e-04 6.4484e-04 6.5505e-04 4.7456e-04 8.2395e-04
 199.2500 6.4380e-04 4.5476e-04 8.2752e-04 5.6979e-04 7.0621e-04 6.3881e-04 6.4890e-04 4.6992e-04 8.1652e-04
 199.5000 6.3777e-04 4.5017e-04 8.1998e-04 5.6446e-04 6.9960e-04 6.3290e-04 6.4276e-04 4.6516e-04 8.0910e-04
 199.7500 6.3185e-04 4.4565e-04 8.1256e-04 5.5912e-04 6.9310e-04 6.2686e-04 6.3672e-04 4.6052e-04 8.0179e-04
 200.0000 6.2594e-04 4.4129e-04 8.0514e-04 5.5390e-04 6.8660e-04 6.2106e-04 6.3081e-04 4.5600e-04 7.9448e-04
 200.2500 6.2002e-04 4.3693e-04 7.9793e-04 5.4868e-04 6.8011e-04 6.1526e-04 6.2489e-04 4.5147e-04 7.8741e-04
 200.5000 6.1422e-04 4.3258e-04 7.9067e-04 5.4358e-04 6.7384e-04 6.0946e-04 6.1909e-04 4.4695e-04 7.8022e-04
 200.7500 6.0854e-04 4.2830e-04 7.8347e-04 5.3847e-04 6.6758e-04 6.0378e-04 6.1329e-04 4.4254e-04 7.7314e-04
 201.0000 6.0285e-04 4.2401e-04 7.7639e-04 5.3337e-04 6.6132e-04 5.9810e-04 6.0749e-04 4.3813e-04 7.6618e-04
 201.2500 5.9717e-04 4.1988e-04 7.6946e-04 5.2838e-04 6.5517e-04 5.9253e-04 6.0192e-04 4.3384e-04 7.5934e-04
 201.5000 5.9160e-04 4.1577e-04 7.6249e-04 5.2351e-04 6.4902e-04 5.8708e-04 5.9624e-04 4.2955e-04 7.5249e-04
 201.7500 5.8615e-04 4.1156e-04 7.5564e-04 5.1852e-04 6.4299e-04 5.8162e-04 5.9067e-04 4.2526e-04 7.4576e-04
 202.0000 5.8070e-04 4.0756e-04 7.4883e-04 5.1376e-04 6.3707e-04 5.7617e-04 5.8522e-04 4.2108e-04 7.3904e-04
 202.2500 5.7524e-04 4.0366e-04 7.4213e-04 5.0901e-04 6.3116e-04 5.7084e-04 5.7977e-04 4.1702e-04 7.3242e-04
 202.5000 5.6991e-04 3.9962e-04 7.3540e-04 5.0425e-04 6.2524e-04 5.6550e-04 5.7443e-04 4.1284e-04 7.2581e-04
 202.7500 5.6469e-04 3.9565e-04 7.2882e-04 4.9950e-04 6.1956e-04 5.6028e-04 5.6910e-04 4.0878e-04 7.1932e-04
 203.0000 5.5947e-04 3.9172e-04 7.2231e-04 4.9486e-04 6.1376e-04 5.5506e-04 5.6376e-04 4.0472e-04 7.1294e-04
 203.2500 5.5425e-04 3.8795e-04 7.1584e-04 4.9033e-04 6.0807e-04 5.4996e-04 5.5854e-04 4.0078e-04 7.0656e-04
 203.5000 5.4914e-04 3.8414e-04 7.0938e-04 4.8581e-04 6.0250e-04 5.4485e-04 5.5344e-04 3.9684e-04 7.0018e-04
 203.7500 5.4404e-04 3.8033e-04 7.0314e-04 4.8128e-04 5.9694e-04 5.3975e-04 5.4833e-04 3.9289e-04 6.9403e-04
 204.0000 5.3905e-04 3.7659e-04 6.9675e-04 4.7676e-04 5.9137e-04 5.3476e-04 5.4323e-04 3.8906e-04 6.8776e-04
 204.2500 5.3406e-04 3.7289e-04 6.9052e-04 4.7235e-04 5.8592e-04 5.2989e-04 5.3824e-04 3.8524e-04 6.8162e-04
 204.5000 5.2908e-04 3.6935e-04 6.8443e-04 4.6806e-04 5.8058e-04 5.2502e-04 5.3325e-04 3.8152e-04 6.7558e-04
 204.7500 5.2420e-04 3.6573e-04 6.7831e-04 4.6365e-04 5.7524e-04 5.2014e-04 5.2838e-04 3.7781e-04 6.6955e-04
 205.0000 5.1945e-04 3.6212e-04 6.7226e-04 4.5936e-04 5.6991e-04 5.1539e-04 5.2351e-04 3.7410e-04 6.6364e-04
 205.2500 5.1469e-04 3.5855e-04 6.6637e-04 4.5518e-04 5.6469e-04 5.1063e-04 5.1875e-04 3.7039e-04 6.5784e-04
 205.5000 5.0994e-04 3.5508e-04 6.6040e-04 4.5101e-04 5.5958e-04 5.0588e-04 5.1388e-04 3.6679e-04 6.5192e-04
 205.7500 5.0530e-04 3.5159e-04 6.5459e-04 4.4683e-04 5.5436e-04 5.0124e-04 5.0924e-04 3.6320e-04 6.4624e-04
 206.0000 5.0066e-04 3.4824e-04 6.4874e-04 4.4277e-04 5.4938e-04 4.9671e-04 5.0460e-04 3.5972e-04 6.4044e-04
 206.2500 4.9602e-04 3.4490e-04 6.4307e-04 4.3871e-04 5.4427e-04 4.9219e-04 4.9996e-04 3.5624e-04 6.3487e-04
 206.5000 4.9149e-04 3.4151e-04 6.3733e-04 4.3465e-04 5.3940e-04 4.8766e-04 4.9532e-04 3.5276e-04 6.2918e-04
 206.7500 4.8697e-04 3.3818e-04 6.3167e-04 4.3071e-04 5.3441e-04 4.8314e-04 4.9080e-04 3.4928e-04 6.2362e-04
 207.0000 4.8256e-04 3.3491e-04 6.2612e-04 4.2676e-04 5.2954e-04 4.7873e-04 4.8639e-04 3.4591e-04 6.1816e-04
 207.2500 4.7815e-04 3.3164e-04 6.2057e-04 4.2282e-04 5.2467e-04 4.7432e-04 4.8186e-04 3.4255e-04 6.1271e-04
 207.5000 4.7374e-04 3.2842e-04 6.1507e-04 4.1899e-04 5.1991e-04 4.7003e-04 4.7757e-04 3.3918e-04 6.0726e-04
 207.7500 4.6945e-04 3.2527e-04 6.0964e-04 4.1516e-04 5.1516e-04 4.6574e-04 4.7316e-04 3.3594e-04 6.0192e-04
 208.0000 4.6516e-04 3.2213e-04 6.0435e-04 4.1134e-04 5.1052e-04 4.6156e-04 4.6887e-04 3.3269e-04 5.9670e-04
 208.2500 4.6098e-04 3.1898e-04 5.9904e-04 4.0762e-04 5.0588e-04 4.5727e-04 4.6458e-04 3.2944e-04 5.9148e-04
 208.5000 4.5681e-04 3.1595e-04 5.9372e-04 4.0391e-04 5.0124e-04 4.5321e-04 4.6040e-04 3.2631e-04 5.8626e-04
 208.7500 4.5263e-04 3.1291e-04 5.8856e-04 4.0020e-04 4.9671e-04 4.4904e-04 4.5623e-04 3.2318e-04 5.8116e-04
 209.0000 4.4846e-04 3.0988e-04 5.8339e-04 3.9649e-04 4.9219e-04 4.4498e-04 4.5205e-04 3.2004e-04 5.7606e-04
 209.2500 4.4440e-04 3.0686e-04 5.7834e-04 3.9289e-04 4.8778e-04 4.4092e-04 4.4799e-04 3.1691e-04 5.7107e-04
 209.5000 4.4045e-04 3.0395e-04 5.7325e-04 3.8941e-04 4.8337e-04 4.3697e-04 4.4393e-04 3.1390e-04 5.6608e-04
 209.7500 4.3639e-04 3.0103e-04 5.6820e-04 3.8582e-04 4.7896e-04 4.3303e-04 4.3987e-04 3.1088e-04 5.6109e-04
 210.0000 4.3245e-04 2.9812e-04 5.6327e-04 3.8234e-04 4.7467e-04 4.2908e-04 4.3593e-04 3.0786e-04 5.5622e-04
 210.2500 4.2862e-04 2.9518e-04 5.5830e-04 3.7886e-04 4.7038e-04 4.2526e-04 4.3198e-04 3.0485e-04 5.5135e-04
 210.5000 4.2468e-04 2.9242e-04 5.5351e-04 3.7549e-04 4.6620e-04 4.2143e-04 4.2804e-04 3.0195e-04 5.4659e-04
 210.7500 4.2085e-04 2.8958e-04 5.4870e-04 3.7201e-04 4.6203e-04 4.1760e-04 4.2421e-04 2.9905e-04 5.4184e-04
 211.0000 4.1714e-04 2.8686e-04 5.4384e-04 3.6865e-04 4.5785e-04 4.1377e-04 4.2038e-04 2.9626e-04 5.3708e-04
 211.2500 4.1331e-04 2.8411e-04 5.3914e-04 3.6540e-04 4.5368e-04 4.1006e-04 4.1656e-04 2.9336e-04 5.3244e-04
 211.5000 4.0960e-04 2.8139e-04 5.3443e-04 3.6204e-04 4.4962e-04 4.0635e-04 4.1284e-04 2.9058e-04 5.2780e-04
 211.7500 4.0600e-04 2.7867e-04 5.2981e-04 3.5879e-04 4.4556e-04 4.0275e-04 4.0913e-04 2.8780e-04 5.2328e-04
 212.0000 4.0229e-04 2.7600e-04 5.2525e-04 3.5554e-04 4.4161e-04 3.9916e-04 4.0554e-04 2.8501e-04 5.1875e-04
 212.2500 3.9869e-04 2.7344e-04 5.2067e-04 3.5241e-04 4.3767e-04 3.9556e-04 4.0182e-04 2.8234e-04 5.1423e-04
 212.5000 3.9510e-04 2.7072e-04 5.1619e-04 3.4916e-04 4.3372e-04 3.9196e-04 3.9823e-04 2.7956e-04 5.0982e-04
 212.7500 3.9162e-04 2.6813e-04 5.1172e-04 3.4603e-04 4.2990e-04 3.8848e-04 3.9463e-04 2.7689e-04 5.0541e-04
 213.0000 3.8802e-04 2.6572e-04 5.0728e-04 3.4301e-04 4.2607e-04 3.8500e-04 3.9115e-04 2.7434e-04 5.0100e-04
 213.2500 3.8466e-04 2.6308e-04 5.0289e-04 3.3988e-04 4.2224e-04 3.8152e-04 3.8767e-04 2.7167e-04 4.9671e-04
 213.5000 3.8118e-04 2.6064e-04 4.9853e-04 3.3686e-04 4.1841e-04 3.7816e-04 3.8419e-04 2.6912e-04 4.9242e-04
 213.7500 3.7781e-04 2.5816e-04 4.9417e-04 3.3385e-04 4.1470e-04 3.7480e-04 3.8071e-04 2.6657e-04 4.8813e-04
 214.0000 3.7445e-04 2.5568e-04 4.8992e-04 3.3083e-04 4.1099e-04 3.7143e-04 3.7735e-04 2.6402e-04 4.8395e-04
 214.2500 3.7108e-04 2.5324e-04 4.8572e-04 3.2793e-04 4.0739e-04 3.6818e-04 3.7398e-04 2.6146e-04 4.7978e-04
 214.5000 3.6772e-04 2.5087e-04 4.8162e-04 3.2492e-04 4.0380e-04 3.6482e-04 3.7074e-04 2.5903e-04 4.7572e-04
 214.7500 3.6447e-04 2.4850e-04 4.7749e-04 3.2202e-04 4.0020e-04 3.6157e-04 3.6737e-04 2.5659e-04 4.7166e-04
 215.0000 3.6122e-04 2.4618e-04 4.7336e-04 3.1923e-04 3.9660e-04 3.5844e-04 3.6412e-04 2.5416e-04 4.6760e-04
 215.2500 3.5798e-04 2.4382e-04 4.6927e-04 3.1633e-04 3.9312e-04 3.5519e-04 3.6088e-04 2.5172e-04 4.6354e-04
 215.5000 3.5484e-04 2.4157e-04 4.6526e-04 3.1355e-04 3.8964e-04 3.5206e-04 3.5774e-04 2.4940e-04 4.5959e-04
